ExpNo,Aminoc,pathINOC,PLANTSP,INOC_PLANT,REP,PLANTINGDAY,HEIGHT_I,BLOCKNUM,HEIGHT_F,FDEATH,A_BIOMASS,B_BIOMASS,SM,DiseaseSev,GROWDAYS,LUH
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,277,5/10/23,5.9,1,NA,dead,0.0155,0.0063,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,278,5/10/23,5.7,2,16.41,alive,0.2808,0.7181,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,279,5/10/23,5.27,3,16.18,alive,0.2289,0.778,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,280,5/12/23,4.57,4,22.2,alive,0.4033,0.7707,y,NA,76,remnant
MIR2,native,35,MW,35MW,281,5/11/23,5.57,1,20.77,alive,0.3361,0.5248,y,NA,75,remnant
MIR2,native,35,MW,35MW,282,5/11/23,5.58,2,16.82,alive,0.1926,0.1181,y,NA,75,remnant
MIR2,native,35,MW,35MW,283,5/11/23,7.26,3,19.48,alive,0.2808,0.2684,y,NA,75,remnant
MIR2,native,35,MW,35MW,284,5/11/23,3.18,4,21.87,alive,0.2695,0.5879,y,NA,75,remnant
MIR2,native,35,MW,35MW,285,5/11/23,5.65,1,23.99,alive,0.4161,0.9178,y,NA,75,remnant
MIR2,native,35,MW,35MW,286,5/11/23,3.65,2,NA,dead,NA,NA,y,NA,75,remnant
MIR2,native,35,MW,35MW,287,5/11/23,5.92,3,17.06,alive,0.2178,0.1784,y,NA,75,remnant
MIR2,native,35,MW,35MW,288,5/11/23,4.08,4,16.18,alive,0.2304,0.2626,y,NA,75,remnant
MIR2,native,19,MW,19MW,289,5/11/23,6.48,1,16.24,alive,0.3138,1.1389,y,NA,75,remnant
MIR2,native,19,MW,19MW,290,5/11/23,4.93,2,8.53,alive,0.0126,0.0026,y,NA,75,remnant
MIR2,native,19,MW,19MW,291,5/11/23,5.8,3,23.58,alive,0.4542,0.656,y,NA,75,remnant
MIR2,native,19,MW,19MW,292,5/11/23,5.1,4,23.54,alive,0.3854,0.4998,y,NA,75,remnant
MIR2,native,19,MW,19MW,293,5/11/23,5.18,1,18.91,alive,0.444,0.7864,y,NA,75,remnant
MIR2,native,19,MW,19MW,294,5/11/23,5.03,2,20.73,alive,0.3313,0.9772,y,NA,75,remnant
MIR2,native,19,MW,19MW,295,5/11/23,5.63,3,18.77,alive,0.2407,0.2472,y,NA,75,remnant
MIR2,native,19,MW,19MW,296,5/11/23,4.12,4,20.29,alive,0.2784,0.2492,y,NA,75,remnant
MIR2,native,87,MW,87MW,297,5/11/23,5.49,1,18.83,alive,0.2787,0.3613,y,NA,75,remnant
MIR2,native,87,MW,87MW,298,5/11/23,1.62,2,14.83,alive,0.1499,0.1135,y,NA,75,remnant
MIR2,native,87,MW,87MW,299,5/12/23,6.66,3,17.68,alive,0.2414,0.2485,y,NA,76,remnant
MIR2,native,87,MW,87MW,300,5/11/23,4.9,4,18.48,alive,0.2931,0.7545,y,NA,75,remnant
MIR2,native,87,MW,87MW,301,5/11/23,4.7,1,22.14,alive,0.3,0.4761,y,NA,75,remnant
MIR2,native,87,MW,87MW,302,5/11/23,5.05,2,20.09,alive,0.4357,0.904,y,NA,75,remnant
MIR2,native,87,MW,87MW,303,5/11/23,4.65,3,17.9,alive,0.2173,0.3135,y,NA,75,remnant
MIR2,native,87,MW,87MW,304,5/11/23,4.49,4,18.34,alive,0.3385,0.7233,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,305,5/11/23,2.57,1,7.91,alive,0.0534,0.0595,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,306,5/11/23,4.56,2,17.76,alive,0.2423,0.2392,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,307,5/11/23,6.21,3,16.48,alive,0.181,0.1218,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,308,5/11/23,3.71,4,19.72,alive,0.258,0.3661,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,309,5/11/23,5.26,1,18.18,alive,0.3126,0.5818,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,310,5/11/23,5.2,2,16.97,alive,0.2694,0.6156,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,311,5/11/23,5.27,3,16.79,alive,0.2306,0.2186,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,312,5/11/23,4.9,4,11.79,alive,0.0816,0.0898,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,313,5/11/23,4.6,1,16.54,alive,0.3118,0.8461,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,314,5/12/23,5.56,2,18.55,alive,0.2182,0.5446,y,NA,76,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,315,5/12/23,6.83,3,19.28,alive,0.2759,0.7602,y,NA,76,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,316,5/11/23,2.49,4,NA,dead,0.0124,NA,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,317,5/11/23,5.48,1,18.2,alive,0.2917,0.8495,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,318,5/12/23,6.32,2,18.23,alive,0.1922,0.1529,y,NA,76,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,319,5/11/23,6.86,3,18.13,alive,0.2013,0.2212,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,320,5/11/23,5.87,4,19.86,alive,0.2514,0.5163,y,NA,75,remnant
MIR2,control,35,MW,35MW,321,5/11/23,5.1,1,7.7,alive,NA,0.0168,y,NA,75,remnant
MIR2,control,35,MW,35MW,322,5/11/23,4.71,2,10.04,alive,0.024,0.0315,y,NA,75,remnant
MIR2,control,35,MW,35MW,323,5/11/23,4.52,3,8.11,alive,0.0228,0.0213,y,NA,75,remnant
MIR2,control,35,MW,35MW,324,5/11/23,5.78,4,8.63,alive,0.0175,0.0119,y,NA,75,remnant
MIR2,control,35,MW,35MW,325,5/11/23,5.38,1,8.92,alive,0.0276,0.0349,y,NA,75,remnant
MIR2,control,35,MW,35MW,326,5/11/23,3.42,2,8.99,alive,0.0178,0.0108,y,NA,75,remnant
MIR2,control,35,MW,35MW,327,5/11/23,6.29,3,9.83,alive,0.0264,0.0342,y,NA,75,remnant
MIR2,control,35,MW,35MW,328,5/11/23,4.9,4,7.62,alive,0.0117,0.0248,y,NA,75,remnant
MIR2,control,19,MW,19MW,329,5/11/23,5.86,1,NA,dead,0.0275,0.0102,y,NA,75,remnant
MIR2,control,19,MW,19MW,330,5/11/23,6.31,2,10.92,alive,0.0188,0.0409,y,NA,75,remnant
MIR2,control,19,MW,19MW,331,5/11/23,6.01,3,9.57,alive,0.0166,0.0347,y,NA,75,remnant
MIR2,control,19,MW,19MW,332,5/11/23,6.31,4,12.4,alive,0.0392,0.0629,y,NA,75,remnant
MIR2,control,19,MW,19MW,333,5/11/23,4.08,1,9.1,alive,0.0226,0.0443,y,NA,75,remnant
MIR2,control,19,MW,19MW,334,5/11/23,6.52,2,10.08,alive,0.0165,0.045,y,NA,75,remnant
MIR2,control,19,MW,19MW,335,5/11/23,5.71,3,11.01,alive,0.0389,0.0621,y,NA,75,remnant
MIR2,control,19,MW,19MW,336,5/12/23,6,4,9.38,alive,0.0172,0.0451,y,NA,76,remnant
MIR2,control,87,MW,87MW,337,5/11/23,7.46,1,10.58,alive,0.0199,0.0493,y,NA,75,remnant
MIR2,control,87,MW,87MW,338,5/11/23,5.46,2,10.42,alive,0.0211,0.0767,y,NA,75,remnant
MIR2,control,87,MW,87MW,339,5/11/23,4.71,3,8.92,alive,0.0198,0.0511,y,NA,75,remnant
MIR2,control,87,MW,87MW,340,5/11/23,5.2,4,7.85,alive,0.023,0.0486,y,NA,75,remnant
MIR2,control,87,MW,87MW,341,5/11/23,5.2,1,8.27,alive,0.0138,0.0278,y,NA,75,remnant
MIR2,control,87,MW,87MW,342,5/11/23,5.33,2,9.09,alive,0.0119,0.0583,y,NA,75,remnant
MIR2,control,87,MW,87MW,343,5/11/23,5.13,3,NA,dead,0.0153,0.0125,y,NA,75,remnant
MIR2,control,87,MW,87MW,344,5/11/23,6.19,4,10.46,alive,0.0178,0.0362,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,345,5/11/23,4.11,1,8.82,alive,0.0281,0.0451,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,346,5/12/23,6.62,2,11.06,alive,0.0295,0.07,y,NA,76,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,347,5/11/23,3.5,3,6,alive,0.0134,0.0272,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,348,5/11/23,5.43,4,9.1,alive,0.0116,0.0363,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,349,5/11/23,5.48,1,6.93,alive,0.0105,0.0266,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,350,5/11/23,5.11,2,8.13,alive,0.0145,0.0245,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,351,5/11/23,6.24,3,10.23,alive,0.0267,0.0591,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,352,5/11/23,4.63,4,8.91,alive,0.0176,0.0341,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,353,5/11/23,4.09,1,8.18,alive,0.0085,0.0442,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,354,5/11/23,4.86,2,9.6,alive,0.0306,0.0528,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,355,5/11/23,5.73,3,8.52,alive,0.0135,0.0326,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,356,5/11/23,5.96,4,9.18,alive,0.0154,0.0248,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,357,5/11/23,4.67,1,7.64,alive,0.0204,0.028,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,358,5/11/23,4.07,2,NA,dead,NA,NA,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,359,5/12/23,5.32,3,9.3,alive,0.0112,0.0212,y,NA,76,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,360,5/12/23,6.3,4,9.87,alive,0.012,0.025,y,NA,76,remnant
MIR2,invam,35,MW,35MW,361,5/10/23,5.4,1,13.08,alive,0.219,0.6997,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,362,5/10/23,5,2,12.4,alive,0.232,1.2503,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,363,5/10/23,6.9,3,19.74,alive,0.3587,0.7928,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,364,5/10/23,5.44,4,19.33,alive,0.2614,0.6187,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,365,5/10/23,6.8,1,18.27,alive,0.2546,0.3209,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,366,5/10/23,5.6,2,20.28,alive,0.4049,0.7194,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,367,5/10/23,3.8,3,10.39,alive,0.0405,0.0555,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,368,5/10/23,5.07,4,17.17,alive,0.1518,0.1534,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,369,5/10/23,5,1,13.42,alive,0.1059,0.2367,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,370,5/10/23,6.4,2,16.8,alive,0.2738,1.0924,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,371,5/10/23,5.42,3,13.81,alive,0.195,0.8649,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,372,5/10/23,5.33,4,20.82,alive,0.2966,0.832,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,373,5/10/23,5.6,1,11.48,alive,0.0717,0.0783,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,374,5/10/23,5.9,2,16.87,alive,0.2688,0.9219,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,375,5/10/23,4.9,3,7.06,alive,0.0156,0.0112,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,376,5/12/23,5.72,4,NA,dead,NA,NA,y,NA,76,post-ag
MIR2,invam,87,MW,87MW,377,5/10/23,6.9,1,12.66,alive,0.084,0.4817,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,378,5/10/23,6,2,13.1,alive,0.1642,0.7913,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,379,5/10/23,5,3,14.17,alive,0.3107,1.1737,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,380,5/10/23,5.5,4,14.29,alive,0.1939,0.8097,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,381,5/12/23,4.03,1,NA,dead,0.0187,NA,y,NA,76,post-ag
MIR2,invam,87,MW,87MW,382,5/10/23,5.6,2,17.6,alive,0.3255,0.5799,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,383,5/10/23,6.62,3,15.43,alive,0.231,1.278,y,NA,74,post-ag
MIR2,invam,87,MW,87MW,384,5/10/23,5.21,4,20.99,alive,0.3865,0.5873,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,385,5/12/23,4.86,1,NA,dead,0.0138,0.0196,y,NA,76,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,386,5/10/23,5.7,2,14.54,alive,0.2156,1.0051,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,387,5/10/23,4.72,3,16.93,alive,0.4067,1.9677,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,388,5/10/23,5.6,4,23.66,alive,0.7135,0.8185,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,389,5/10/23,5.6,1,15.98,alive,0.1896,0.1841,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,390,5/10/23,5.1,2,18.9,alive,0.4107,0.847,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,391,5/10/23,5.18,3,17.53,alive,0.2932,0.4421,y,NA,74,post-ag
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,392,5/10/23,4.94,4,21.62,alive,0.4178,1.229,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,393,5/10/23,6.2,1,13.52,alive,0.2328,1.4326,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,394,5/10/23,6.9,2,17.73,alive,0.2404,0.8027,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,395,5/10/23,6.1,3,16.82,alive,0.2854,1.2911,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,396,5/10/23,6.19,4,16.29,alive,0.4017,0.7288,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,397,5/12/23,7.52,1,22.39,alive,0.3386,0.8746,y,NA,76,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,398,5/10/23,6.2,2,17.78,alive,0.2852,1.1166,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,399,5/10/23,6.38,3,15.06,alive,0.21,0.3476,y,NA,74,post-ag
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,400,5/10/23,4.42,4,14.86,alive,0.2413,0.3349,y,NA,74,post-ag
MIR2,native,35,MW,35MW,401,5/11/23,7.26,1,11.09,alive,0.0489,0.1605,y,NA,75,post-ag
MIR2,native,35,MW,35MW,402,5/11/23,5.93,2,15.36,alive,0.2348,0.6933,y,NA,75,post-ag
MIR2,native,35,MW,35MW,403,5/11/23,6.62,3,9.11,alive,0.0275,0.0538,y,NA,75,post-ag
MIR2,native,35,MW,35MW,404,5/11/23,5.18,4,10.06,alive,0.1166,0.4906,y,NA,75,post-ag
MIR2,native,35,MW,35MW,405,5/11/23,5.63,1,23.57,alive,0.5376,0.5511,y,NA,75,post-ag
MIR2,native,35,MW,35MW,406,5/11/23,6.76,2,21.17,alive,0.33,0.4192,y,NA,75,post-ag
MIR2,native,35,MW,35MW,407,5/11/23,6.95,3,11.07,alive,0.0548,0.1125,y,NA,75,post-ag
MIR2,native,35,MW,35MW,408,5/11/23,4.74,4,NA,dead,0.0253,0.0131,y,NA,75,post-ag
MIR2,native,19,MW,19MW,409,5/11/23,7.33,1,17.34,alive,0.2517,0.8443,y,NA,75,post-ag
MIR2,native,19,MW,19MW,410,5/11/23,5.94,2,19.03,alive,0.2074,0.2188,y,NA,75,post-ag
MIR2,native,19,MW,19MW,411,5/11/23,5.2,3,10.74,alive,0.1641,0.6278,y,NA,75,post-ag
MIR2,native,19,MW,19MW,412,5/11/23,5.14,4,13.33,alive,0.246,0.8398,y,NA,75,post-ag
MIR2,native,19,MW,19MW,413,5/11/23,6.44,1,19.87,alive,0.345,0.8061,y,NA,75,post-ag
MIR2,native,19,MW,19MW,414,5/11/23,6.53,2,26.74,alive,0.5028,1.5814,y,NA,75,post-ag
MIR2,native,19,MW,19MW,415,5/11/23,6.64,3,18.7,alive,0.2142,0.2085,y,NA,75,post-ag
MIR2,native,19,MW,19MW,416,5/11/23,5.01,4,19.09,alive,0.3913,0.9127,y,NA,75,post-ag
MIR2,native,87,MW,87MW,417,5/11/23,5.16,1,13.58,alive,0.1362,0.2771,y,NA,75,post-ag
MIR2,native,87,MW,87MW,418,5/11/23,5.06,2,NA,dead,0.0094,0.0208,y,NA,75,post-ag
MIR2,native,87,MW,87MW,419,5/11/23,7.42,3,15.4,alive,0.2336,0.5156,y,NA,75,post-ag
MIR2,native,87,MW,87MW,420,5/11/23,4.6,4,15.07,alive,0.2455,0.869,y,NA,75,post-ag
MIR2,native,87,MW,87MW,421,5/11/23,4.56,1,8.28,alive,0.019,0.03,y,NA,75,post-ag
MIR2,native,87,MW,87MW,422,5/11/23,4.88,2,20.66,alive,0.3553,0.3867,y,NA,75,post-ag
MIR2,native,87,MW,87MW,423,5/11/23,5.63,3,19.41,alive,0.279,0.2355,y,NA,75,post-ag
MIR2,native,87,MW,87MW,424,5/11/23,5,4,20.18,alive,0.3662,0.6649,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,425,5/11/23,4.88,1,NA,dead,0.0091,0.0044,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,426,5/11/23,4.01,2,13.12,alive,0.1984,0.4808,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,427,5/11/23,5.29,3,10.52,alive,0.1323,0.4205,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,428,5/11/23,4.12,4,11.21,alive,0.0632,0.1039,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,429,5/11/23,5.27,1,14.09,alive,0.1198,0.1867,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,430,5/11/23,4.98,2,22.2,alive,0.4904,0.6273,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,431,5/11/23,7.28,3,14.69,alive,0.2,0.1011,y,NA,75,post-ag
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,432,5/11/23,5.03,4,16.09,alive,0.314,0.5009,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,433,5/11/23,5.5,1,23.18,alive,0.4233,0.545,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,434,5/11/23,4.63,2,NA,dead,NA,NA,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,435,5/11/23,4.44,3,11.68,alive,0.1412,0.3375,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,436,5/11/23,4.78,4,7.41,alive,0.0189,0.0628,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,437,5/11/23,4.98,1,15.96,alive,0.2238,0.3004,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,438,5/11/23,5.74,2,NA,dead,NA,NA,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,439,5/11/23,5.08,3,19.79,alive,0.3016,0.2783,y,NA,75,post-ag
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,440,5/11/23,5.21,4,21.87,alive,0.4042,0.7933,y,NA,75,post-ag
MIR2,control,35,MW,35MW,441,5/11/23,7.61,1,10.12,alive,0.0178,0.0545,y,NA,75,post-ag
MIR2,control,35,MW,35MW,442,5/11/23,4.5,2,6.19,alive,0.0066,0.0399,y,NA,75,post-ag
MIR2,control,35,MW,35MW,443,5/11/23,4.24,3,6.33,alive,0.0157,0.0288,y,NA,75,post-ag
MIR2,control,35,MW,35MW,444,5/11/23,6.13,4,9.23,alive,0.021,0.0621,y,NA,75,post-ag
MIR2,control,35,MW,35MW,445,5/11/23,5.19,1,9.7,alive,0.0328,0.0575,y,NA,75,post-ag
MIR2,control,35,MW,35MW,446,5/11/23,5.51,2,11.17,alive,0.0317,0.0432,y,NA,75,post-ag
MIR2,control,35,MW,35MW,447,5/11/23,5.43,3,9.86,alive,0.031,0.0686,y,NA,75,post-ag
MIR2,control,35,MW,35MW,448,5/11/23,4.43,4,NA,dead,0.03,0.003,y,NA,75,post-ag
MIR2,control,19,MW,19MW,449,5/11/23,5.89,1,8.01,alive,0.23,0.0542,y,NA,75,post-ag
MIR2,control,19,MW,19MW,450,5/11/23,6.58,2,7.1,alive,0.0073,0.0345,y,NA,75,post-ag
MIR2,control,19,MW,19MW,451,5/11/23,4.48,3,6.29,alive,0.0144,0.0401,y,NA,75,post-ag
MIR2,control,19,MW,19MW,452,5/11/23,4.93,4,6.61,alive,0.0071,0.0311,y,NA,75,post-ag
MIR2,control,19,MW,19MW,453,5/12/23,6.92,1,12.08,alive,0.0316,0.0579,y,NA,76,post-ag
MIR2,control,19,MW,19MW,454,5/11/23,6.23,2,10.81,alive,0.0267,0.043,y,NA,75,post-ag
MIR2,control,19,MW,19MW,455,5/11/23,7.31,3,12.22,alive,0.0281,0.0352,y,NA,75,post-ag
MIR2,control,19,MW,19MW,456,5/11/23,5.62,4,10.1,alive,0.0278,0.0484,y,NA,75,post-ag
MIR2,control,87,MW,87MW,457,5/11/23,6.2,1,6.82,alive,0.009,0.0731,y,NA,75,post-ag
MIR2,control,87,MW,87MW,458,5/11/23,4.99,2,6.95,alive,0.0105,0.0318,y,NA,75,post-ag
MIR2,control,87,MW,87MW,459,5/11/23,5.92,3,8.04,alive,0.0141,0.0387,y,NA,75,post-ag
MIR2,control,87,MW,87MW,460,5/11/23,5.84,4,7.77,alive,0.0188,0.0707,y,NA,75,post-ag
MIR2,control,87,MW,87MW,461,5/11/23,6.42,1,12.03,alive,0.0337,0.0387,y,NA,75,post-ag
MIR2,control,87,MW,87MW,462,5/11/23,4.07,2,NA,dead,0.0171,0.016,y,NA,75,post-ag
MIR2,control,87,MW,87MW,463,5/11/23,5.32,3,9.72,alive,0.184,0.039,y,NA,75,post-ag
MIR2,control,87,MW,87MW,464,5/11/23,6.11,4,9.8,alive,0.0397,0.0447,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,465,5/11/23,6.63,1,6.94,alive,0.0076,0.0458,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,466,5/11/23,7.03,2,7.6,alive,0.0047,0.0429,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,467,5/12/23,4.32,3,5.33,alive,0.0049,0.0371,y,NA,76,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,468,5/11/23,5.11,4,7.9,alive,0.0199,0.0171,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,469,5/11/23,5.62,1,8.88,alive,0.0166,0.0503,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,470,5/11/23,4.95,2,10.89,alive,0.041,0.0185,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,471,5/11/23,4.98,3,10.28,alive,0.027,0.0332,y,NA,75,post-ag
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,472,5/11/23,6.83,4,9.45,alive,0.0321,0.0413,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,473,5/11/23,5.41,1,8.93,alive,0.0151,0.047,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,474,5/11/23,4.74,2,6.96,alive,0.0223,0.0505,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,475,5/11/23,4.92,3,5.07,alive,0.0076,0.0251,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,476,5/11/23,6.52,4,9.08,alive,0.0194,0.0436,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,477,5/11/23,4.43,1,8.82,alive,0.0258,0.0268,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,478,5/11/23,6.15,2,11.64,alive,0.0462,0.0406,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,479,5/11/23,5.8,3,9.6,alive,0.0232,0.0077,y,NA,75,post-ag
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,480,5/11/23,5.99,4,10.3,alive,0.0294,0.0422,y,NA,75,post-ag
MIR2,invam,35,MW,35MW,481,5/10/23,6.6,1,26.78,alive,0.6199,1.4537,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,482,5/10/23,7.8,2,22.27,alive,0.3523,0.7803,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,483,5/10/23,6,3,27.21,alive,0.4341,0.5642,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,484,5/10/23,3.84,4,19.49,alive,0.247,0.2196,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,485,5/12/23,5.91,1,17.28,alive,0.2313,0.3166,y,NA,76,post-ag
MIR2,invam,35,MW,35MW,486,5/10/23,4.5,2,21.52,alive,0.3747,0.8639,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,487,5/10/23,8.03,3,19.68,alive,0.5456,2.2875,y,NA,74,post-ag
MIR2,invam,35,MW,35MW,488,5/10/23,5.73,4,21.49,alive,0.6038,1.6216,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,489,5/10/23,6.1,1,17.21,alive,0.1586,0.3286,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,490,5/10/23,6.8,2,27.55,alive,0.699,2.1739,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,491,5/10/23,5.16,3,10.68,alive,0.0445,0.0588,y,NA,74,post-ag
MIR2,invam,19,MW,19MW,492,5/10/23,5.91,4,20.5,alive,0.5118,1.0775,y,NA,74,post-ag
